"","Address","Title","元.月","坪數","現況","押金","最短租期","樓層","型態","開伙","養寵物","可遷入日","車位","管理費","身份要求","社區","格局","法定用途","車位種類","車位類型","朝向","性別要求","隔間材料","權狀坪數","格局.1"
"520","台北市中正區中華路一段","全新北車時尚小豪宅(中華帝標)1房1廳","33000","17.98坪","整層住家","二個月","一年","14F/15F","住宅大樓","可以","不可以","隨時","無","2700元/月",NA,"中華帝標","1房1廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"521","台北市北投區吉利街320巷","鄰近雙捷運,石牌運動中心~","10000","6坪","獨立套房","面議","一年","5F/5F","公寓","不可以","不可以","隨時","無","--",NA,NA,"有陽臺",NA,NA,NA,NA,"女生",NA,NA,NA
"522","台北市中正區臨沂街75巷","信義東門捷運8號出口透天雙人大雅房","11500","10坪","雅房","二個月","一年","2F/4F","透天厝","可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"523","台北市士林區基河路248號","名家裝潢設計.百坪花園公設","110000","60坪","其他","面議","一年","1F/12F","電梯大樓","可以","可以","隨時","平面式停車位，已含租金內","8000元/月","學生、上班族、家庭","慶澤園","4房2廳2衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"524","台北市士林區建業路36巷27號","文化大學優良學生宿舍雅房出租6000元","6000","5坪","雅房","一個月","一年","1F/2F","透天厝","不可以","不可以","隨時","無",NA,NA,NA,NA,"住家用",NA,NA,NA,"男女生皆可","水泥磚牆","40坪",NA
"525","台北市中山區長安東路一段56巷","忠孝新生站旁分租套房","13000","12坪","分租套房","二個月","一年","3F/5F","電梯大樓","可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺","住家用",NA,NA,NA,"男女生皆可",NA,NA,NA
"526","台北市中山區合江街70巷17號","安靜，環境優，交通便利，歡迎您來看屋!!","5000","3坪","雅房","一個月","半年","3F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","木板",NA,NA
"527","台北市中山區合江街70巷17號","安靜，環境優，交通便利，歡迎您來看屋!!","9000","6坪","分租套房","一個月","半年","3F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"528","台北市中山區雙城街3巷","新裝潢近捷運漂亮套房~","17000","9坪","獨立套房","二個月","一年","9F/14F","電梯大樓","不可以","不可以","隨時","無","850元/月","學生、上班族、家庭","雷諾瓦","有陽臺",NA,NA,NA,"坐南朝北","男女生皆可",NA,"11.68坪",NA
"529","台北市士林區中正路212巷","台北市士林區精華蛋黃區車位出租","2500","3坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"立體塔式","機械式",NA,NA,NA,NA,NA
"530","台北市萬華區峨眉街","花漾高樓層河岸超美景觀出租forRent","33000","26坪","整層住家","二個月","一年","9F/11F","電梯大樓","可以","不可以","隨時","無","2000元/月","學生、上班族、家庭","花漾大樓","3房2廳1衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"531","台北市文山區木柵路一段59巷27號","優質雅房出租","7000","7坪","雅房","面議","半年","5F/5F","公寓","可以","不可以","隨時","無",NA,"學生、上班族",NA,"有陽臺",NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"532","台北市內湖區內湖路一段47巷26號","公寓三樓一層一戶，朝南邊間採光佳","28000","32坪","整層住家","二個月","一年","3F/5F","公寓","可以","不可以","隨時","無","--","上班族、家庭","綠陽村","3房2廳2衛1陽台",NA,NA,NA,"坐西北朝東南",NA,NA,NA,NA
"533","台北市大安區安東街40巷","電梯華廈2房含家具","35000","20坪","整層住家","二個月","一年","7F/8F","電梯大樓","可以","不可以","隨時","無","720元/月","學生、上班族、家庭",NA,"2房1廳1衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"534","台北市中山區南京東路一段132巷","限月租,年租勿來林森北路精緻設計雅緻套房","26000","6坪","獨立套房","面議","1月","3F/8F","公寓","不可以","不可以","隨時","無","--","學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"535","台北市文山區羅斯福路五段之95之號","北市羅斯福五段大雅房，近師大分部、萬隆站","6000","6坪","雅房","二個月","一年","3F/5F","公寓","可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"536","台北市大安區通化街39巷","大安區近夜市新裝潢超大套房","18800","12坪","獨立套房","二個月","一年","2F/4F","透天厝","不可以","不可以","隨時","無","無","學生、上班族",NA,"有陽臺",NA,NA,NA,NA,"女生",NA,NA,NA
"537","台北市大安區通化街39巷","信義通化全新美套房","14000","11坪","分租套房","二個月","一年","5F/5F","公寓","不可以","不可以","隨時","無",NA,"上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"538","台北市內湖區港華街51巷","內科捷運港墘站分租套房","9800","6坪","分租套房","二個月","一年","3F/5F","公寓","不可以","不可以","隨時","無",NA,"上班族",NA,NA,"住家用",NA,NA,NA,"男女生皆可","水泥磚牆","6坪",NA
"539","台北市中山區錦州街","中山國中捷運大套房","16500","10坪","分租套房","二個月","一年","3F/4F","公寓","不可以","不可以","隨時","無",NA,"上班族、家庭",NA,NA,"住家用",NA,NA,NA,"男女生皆可",NA,NA,NA
"540","台北市中山區錦州街","千萬裝潢近中山國中捷運站生活機能特佳","120000","100坪","整層住家","二個月","一年","2F/7F","電梯大樓","可以","可以","隨時","機械式停車位，費用另計","1500元/月",NA,NA,"4房4廳4衛1陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
"541","台北市大安區泰順街60巷","雅房，現女性，近師大，台大，台，交通方便","10000","5坪","雅房","一個月","一年","4F/5F","公寓","不可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"542","台北市中山區中山北路二段93巷","日式樹海豪邸．品味裝潢．頂級管理公設棒","99000","83.19坪","整層住家","二個月","一年","8F/12F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","12477元/月","學生、上班族、家庭","優質管理大樓","4房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"543","台北市大同區保安街72巷","時尚IPOD機械地下塔停車位","4000","1.6坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,"時尚IPOD",NA,NA,"室內地下","機械式",NA,NA,NA,NA,NA
"544","台北市松山區復興北路81巷","敦化國中旁美公寓2F","55000","33.73坪","整層住家","二個月","一年","2F/4F","公寓","可以","不可以","隨時","無","無","上班族、家庭","敦中美公寓2F","3房2廳2衛1陽台","住家用",NA,NA,"坐北朝南",NA,NA,"33.73坪",NA
"545","台北市文山區興隆路三段207巷9弄10號","萬芳醫院捷運美寓","17000","30坪","整層住家","二個月","一年","5F/5F","公寓","可以","可以","隨時","無","200元/月","學生、上班族、家庭","寶來社區","3房2廳1衛1陽台","住家用",NA,NA,NA,NA,NA,"30坪",NA
"546","台北市信義區忠孝東路五段","巿政府捷運大樓","35000","29坪","整層住家","二個月","一年","11F/12F","電梯大樓","可以","不可以","隨時","無","500元/月","學生、上班族、家庭","勤工國宅","3房2廳1衛1陽台","住家用",NA,NA,"坐北朝南",NA,NA,NA,NA
"547","台北市信義區忠孝東路五段","巿府捷運高樓住辦","35000","30坪","整層住家","二個月","一年","11F/12F","電梯大樓","可以","可以","隨時","無","500元/月","學生、上班族、家庭","勤功大樓","3房2廳1衛1陽台","住商用",NA,NA,NA,NA,NA,NA,NA
"548","台北市信義區忠孝東路五段","EAT高樓層完美機能生活宅","30000","12.73坪","獨立套房","二個月","一年","11F/11F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","EAT","樓中樓","住家用",NA,NA,"坐北朝南","男女生皆可",NA,NA,NA
"549","台北市信義區忠孝東路五段","永春捷運近東區時尚小豪宅【誠意租金可談】","32000","18.93坪","整層住家","二個月","一年","3F/11F","電梯大樓","可以","不可以","隨時","無","1800元/月","學生、上班族、家庭","EAT國際館","1房1廳1衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"550","台北市信義區忠孝東路五段","市政府捷運站4<U+53F7>口附近,交通生活便利！！","10000","8坪","分租套房","二個月","一年","5F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"551","台北市大安區忠孝東路四段","優質物件，即可入住，裝潢風格華麗","79000","47坪","整層住家","二個月","一年","8F/14F","電梯大樓","可以","不可以","隨時","無","2020元/月","學生、上班族、家庭","依現場社區名稱","3房2廳2衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"552","台北市大安區忠孝東路四段","**正忠孝東路四段捷運出口旁百坪金店**","1600000","130.8坪","其他","面議","一年","1F/12F","店面（店鋪）","可以","不可以","隨時","無","5800元/月","學生、上班族、家庭","依現場","開放式格局","伊始照",NA,NA,NA,NA,NA,NA,NA
"553","台北市大安區忠孝東路四段","**MRT忠孝敦化3分鐘正東區三角窗**","360000","50坪","其他","面議","一年","1F/7F","店面（店鋪）","可以","不可以","隨時","無","--",NA,NA,"開放式格局","見使照",NA,NA,"坐東朝西",NA,NA,NA,NA
"554","台北市中山區雙城街13巷","中山國小MRT．管理大樓小豪宅．晴光商圈","32000","20坪","整層住家","二個月","一年","5F/11F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","3085元/月","學生、上班族、家庭","優質管理大樓","1房1廳1衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"555","台北市信義區松勇路53巷","038『冠德領袖』純住高優質計畫區名邸","118000","67.99坪","整層住家","二個月","一年","5F/18F","電梯大樓","可以","可以","隨時","平面式停車位，費用另計","14600元/月",NA,"冠德領袖","5房2廳3衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"556","台北市信義區信義路五段91巷","031信義計畫區『邊間景觀』『森聯ME』","125000","86坪","整層住家","二個月","一年","5F/7F","電梯大樓","可以","可以","隨時","平面式停車位，費用另計","17206元/月",NA,"信義ME","2房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"557","台北市信義區信義路五段91巷","(信義計劃區豪宅代表高樓層4房格局","250000","104坪","整層住家","二個月","一年","20F/27F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","--","上班族、家庭","寶徠花園廣場","4房2廳3衛0陽台","住家用",NA,NA,NA,NA,NA,"104坪",NA
"558","台北市信義區信義路五段91巷","**信義計畫區101旁優質貴族小豪邸**","57999","35.4坪","整層住家","二個月","一年","7F/7F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","4600元/月","學生、上班族、家庭","信義ME","1房2廳1衛1陽台","伊始照",NA,NA,NA,NA,NA,NA,NA
"559","台北市信義區信義路五段91巷","寶徠花園-景觀佳-歡迎來電看屋","220000","104坪","整層住家","二個月","一年","10F/27F","住宅大樓","可以","可以","隨時","平面式停車位，已含租金內","20540元/月","上班族、家庭","寶徠花園廣場","4房2廳3衛2陽台","住家用",NA,NA,"坐南朝北",NA,NA,"104坪",NA
"560","台北市信義區永吉路30巷","『市府阪急信義商圈』近捷運精美裝潢有管理","46000","27坪","整層住家","面議","一年","2F/7F","電梯大樓","可以","可以","隨時","無","2000元/月","學生、上班族、家庭",NA,"1房1廳1衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"561","台北市信義區永吉路30巷","市府捷運公園2房","28000","15.56坪","整層住家","二個月","一年","7F/7F","公寓","可以","可以","隨時","無","--",NA,NA,"2房2廳1衛1陽台","住家用",NA,NA,NA,NA,NA,"15.56坪",NA
"562","台北市信義區永吉路30巷","國美商隱高樓","158000","49.32坪","整層住家","474,000","一年","10F/11F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","國美商隱","3房2廳2衛0陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"563","台北市中山區新生北路二段68巷","管理新大樓．高樓美景大露台．日式裝潢2房","45000","37.1坪","整層住家","二個月","一年","12F/13F","電梯大樓","可以","不可以","隨時","無","3147元/月","學生、上班族、家庭","優質管理社區大樓","2房2廳1衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"564","台北市中山區新生北路二段68巷","管理新大樓．日式裝潢2房．稀有高樓層","45000","22.3坪","整層住家","二個月","一年","11F/13F","電梯大樓","可以","不可以","隨時","無","2234元/月","上班族、家庭","優質管理大樓","2房2廳1衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"565","台北市中山區新生北路二段62巷","雙連MRT．崗石飯店管理大樓．氣派美3房","88000","64.6坪","整層住家","二個月","一年","4F/16F","電梯大樓","可以","可以","隨時","平面式停車位，已含租金內","11000元/月","學生、上班族、家庭","優質社區管理大樓","3房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"566","台北市大安區大安路二段","優質大空間，乾淨簡約，歡迎看屋，需公證","48000","45坪","整層住家","面議","一年","5F/7F","電梯大樓","可以","不可以","隨時","無","900元/月","學生、上班族、家庭","依現場社區名稱","4房2廳2衛5陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"567","台北市大安區大安路二段","★近大安站★美裝3房~獨棟豪邸~機能佳","177999","70.18坪","整層住家","二個月","一年","4F/7F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","22492元/月",NA,NA,"3房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"568","台北市大安區大安路二段","我很美~得來不易","32000","14.2坪","獨立套房","二個月","一年","3F/12F","電梯大樓","可以","可以","隨時","無","--","學生、上班族、家庭","依實際名稱","樓中樓","住家用",NA,NA,"坐西朝東","男女生皆可",NA,NA,NA
"569","台北市大安區忠孝東路四段26巷","SOGO名人巷優質住宅，即可入住","65000","35坪","整層住家","面議","一年","6F/7F","電梯大樓","可以","可以","隨時","無","1500元/月","學生、上班族、家庭","依現場社區名稱","2房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"570","台北市大安區大安路一段","仁愛路大安路優質裝潢，公設齊全，即可入住","50000","20坪","整層住家","二個月","一年","11F/12F","電梯大樓","可以","不可以","隨時","無","3036元/月","學生、上班族、家庭","仁愛A＋","2房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"571","台北市北投區三合街一段","北投全新裝潢近奇岩捷運站","70000","39.761坪","整層住家","二個月","一年","8F/9F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","9500元/月","上班族、家庭",NA,"4房2廳2衛1陽台","住家用",NA,NA,NA,NA,NA,"59.364坪",NA
"572","台北市中山區民生東路二段","高級社區，全新三房，頂樓樓層景觀佳","100000","32.88坪","整層住家","二個月","一年","14F/14F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","6677元/月","上班族、家庭",NA,"3房2廳2衛1陽台","住家用",NA,NA,NA,NA,NA,"45.58坪",NA
"573","台北市中正區三元街192號","全新套雅房台北中正區三元街192號古亭站","4000","3坪","分租套房","面議","一年","3F/5F","公寓","不可以","不可以","隨時","無",NA,"學生",NA,"有陽臺",NA,NA,NA,NA,"男生","水泥磚牆",NA,NA
"574","台北市大安區四維路14巷4號","百萬全新裝修/精緻大套房/生活機能佳/","30000","15坪","獨立套房","二個月","一年","3F/7F","住宅大樓","可以","不可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"575","台北市北投區致遠一路一段90巷14號","靠近捷運學校市場醫院","8500","6坪","獨立套房","二個月","一年","4F/5F","公寓","不可以","不可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"576","台北市中山區民權西路70巷25號","民權西路捷運站4號出口套房出租正對出口","11000","10坪","獨立套房","二個月","一年","2F/4F","透天厝","可以","可以","隨時","無","--","學生、上班族、家庭",NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"577","台北市內湖區成功路三段174巷17弄7號","成功路三段雅房","7000","5坪","雅房","二個月","一年","2F/12F","電梯大樓","可以","可以","隨時","無",NA,"學生、上班族、家庭",NA,NA,NA,NA,NA,NA,"男生","水泥磚牆",NA,NA
"578","台北市南港區惠民街","近南軟科學園區中國信託裝潢屋","49800","40坪","整層住家","二個月","一年","6F/9F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","7200元/月","上班族、家庭","御鼎","4房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,"57坪",NA
"579","台北市內湖區成功路四段","近捷運裝潢套房","18000","11坪","獨立套房","二個月","一年","10F/15F","電梯大樓","可以","不可以","隨時","無","680元/月","上班族",NA,NA,NA,NA,NA,NA,"女生",NA,NA,NA
"580","台北市萬華區昆明街201巷","西門町近家樂福車位(安全獨立)","3400","4.03坪","車位","一個月","一年",NA,NA,NA,NA,NA,NA,NA,NA,"昆庭",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"581","台北市北投區行義路158巷","行義路5房5衛大空間(5套房，可單租)","35000","35.23坪","整層住家","面議","一年","B1/8F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","日光大廈","5房1廳5衛0陽台","住家用",NA,NA,"坐西朝東",NA,NA,NA,NA
"582","台北市文山區木柵路四段139號","溫馨三房出租","45000","28坪","整層住家","二個月","一年","10F/19F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","4900元/月","上班族、家庭","信義18號","3房2廳2衛2陽台",NA,NA,NA,"坐東朝西",NA,NA,NA,NA
"583","台北市松山區長安東路二段","雙敦學區芝<U+8534>大廈後棟高樓安靜3房","28000","22坪","整層住家","二個月","一年","10F/12F","電梯大樓","可以","可以","隨時","無","1343元/月","學生、上班族、家庭","芝<U+8534>大廈","3房2廳1衛0陽台","住家用",NA,NA,"坐南朝北",NA,NA,"27坪",NA
"584","台北市信義區松山路225巷33號","信義區交通便利租金俗又大碗房東人很好相處","7000","4坪","雅房","面議","三個月","3F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","木板",NA,NA
"585","台北市大安區通化街","通化街套房(近信義安和站)","8000","5坪","分租套房","二個月","一年","頂樓加蓋/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"586","台北市內湖區湖興里53號","民權東路六段53號3樓","7200","5.5坪","分租套房","二個月","三個月","3F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"587","台北市大同區環河北路二段235巷10號","交通方便,近公園綠地/延三夜市生活便利","5000","4坪","雅房","一個月","一年","5F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男生",NA,NA,NA
"588","台北市士林區華齡街","冷氣大套房大窗亮麗自備冰箱電視僅7900","7900","9坪","分租套房","二個月","半年","5F/5F","公寓","不可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"589","台北市士林區華齡街","近劍潭捷運站、士林運動中心、頂好超市。","6800","5坪","雅房","面議","一年","4F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"590","台北市南港區成功路一段36巷","昆陽捷運站景觀三房邊間採光明亮三房","33000","35.9坪","整層住家","面議","一年","13F/13F","電梯大樓","可以","可以","隨時","無","2875元/月",NA,"昆陽星鑽","3房2廳2衛3陽台","住家用",NA,NA,"坐西朝東",NA,NA,NA,NA
"591","台北市信義區基隆路二段159巷","有陽台，廚房及窗戶優質套房","9000","5坪","分租套房","二個月","一年","1F/5F","公寓","可以","可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺","住家用",NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"592","台北市中正區潮州街60巷","中正己念堂住辦--正確住址為金華街","49000","54.9坪","獨立套房","二個月","一年","4F/6F","電梯大樓","可以","不可以","隨時","無","--","上班族、家庭","中正己念堂","有陽臺","住家用",NA,NA,"坐北朝南","男女生皆可",NA,NA,NA
"593","台北市南港區研究院路一段","展覽館雙捷雅寓使用空間大","15000","27.4坪","整層住家","二個月","一年","5F/5F","公寓","可以","可以","隨時","無","無","學生、上班族、家庭",NA,"3房2廳1衛1陽台","住家用",NA,NA,NA,NA,NA,"27.4坪",NA
"594","台北市南港區研究院路一段","雙捷運五樓美寓","15000","27.4坪","整層住家","二個月","一年","5F/5F","公寓","可以","不可以","隨時","無","無","學生、上班族、家庭",NA,"3房2廳1衛2陽台","住家用",NA,NA,NA,NA,NA,"27.4坪",NA
"595","台北市萬華區康定路105號","菁華路段內的稀有車位","4500","3坪","車位","面議",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"596","台北市萬華區康定路105號","台北晶麒B4平面停車位出租","4500","5坪","車位","一個月","一年",NA,NA,NA,NA,NA,NA,NA,NA,"台北晶麒",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"597","台北市中山區雙城街19巷","雙城街精美挑高裝潢住家","35000","21坪","整層住家","二個月","一年","9F/14F","電梯大樓","可以","不可以","隨時","無","2262元/月","學生、上班族、家庭","金<U+78D7>密碼","3房1廳1衛1陽台","住家用",NA,NA,"坐東朝西",NA,NA,"21坪",NA
"598","台北市中山區承德路一段79巷","承德路一段近長安西路的優質平面停車位","3500","7坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"戶外廣場","平面式",NA,NA,NA,NA,NA
"599","台北市士林區故宮路15巷","近故宮、東吳大學公寓一房一廳一衛一廚","12500","13坪","整層住家","二個月","一年","2F/3F","公寓","可以","不可以","隨時","無","無","學生、上班族、家庭",NA,"1房1廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"600","台北市北投區清江路","奇岩捷運站套房","9500","7坪","獨立套房","二個月","一年","4F/5F","公寓","不可以","可以","隨時","無","無","上班族、家庭",NA,"有陽臺","住家用",NA,NA,"坐西北朝東南","男女生皆可",NA,NA,NA
"601","台北市北投區大同街","電梯溫馨三房0933-764582","38000","48坪","整層住家","二個月","一年","6F/14F","電梯大樓","可以","可以","隨時","無","--","學生、上班族、家庭","月光花園","3房2廳2衛0陽台","住家用",NA,NA,NA,NA,NA,"48坪",NA
"602","台北市北投區義理街","優惠中-近榮總振興北護陽明.有流理台可煮","12000","6坪","分租套房","二個月","一年","1F/4F","公寓","可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"603","台北市大安區敦化南路二段172巷","敦化南路靜巷近國北教大","9000","5坪","雅房","二個月","一年","3F/5F","公寓","可以","不可以","隨時","無",NA,"學生、上班族",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"604","台北市中正區仁愛路二段20巷","中正仁愛樓中樓","70000","45.62坪","整層住家","二個月","一年","5F/6F","電梯大樓","可以","不可以","隨時","無","800元/月",NA,"群樂大廈","4房2廳2衛0陽台","住家用",NA,NA,"坐北朝南",NA,NA,"57.55坪",NA
"605","台北市中正區仁愛路二段20巷","東門捷運4房永康商圈中正紀念堂","70000","57坪","整層住家","二個月","一年","5F/6F","電梯大樓","可以","可以","隨時","無","800元/月","學生、上班族、家庭","依現場標示","4房2廳2衛2陽台","住家用",NA,NA,"坐北朝南",NA,NA,NA,NA
"606","台北市士林區中山北路六段","天母Sogo商用藝文教補","70000","46坪","整層住家","二個月","一年","2F/4F","公寓","不可以","不可以","隨時","無","--","學生、上班族、家庭","天母Sogo","5房1廳2衛2陽台","住商用",NA,NA,NA,NA,NA,NA,NA
"607","台北市士林區中山北路六段","TAS臻愛四房車位美廈-溫馨","77000","66.91坪","整層住家","面議","一年","3F/6F","電梯大樓","可以","可以","隨時","平面式停車位，已含租金內","--","上班族、家庭","lovely","4房2廳3衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"608","台北市內湖區行善路281巷","內湖五期重劃區~綠意四房雙主臥附有幫傭房","120000","92坪","整層住家","二個月","一年","3F/14F","電梯大樓","可以","可以","隨時","平面式停車位，已含租金內","13800元/月","學生、上班族、家庭","香堤苑","4房2廳3衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"609","台北市大安區信義路四段","{安和站}雲門大樓~實木裝修三房","60000","40坪","整層住家","二個月","一年","9F/21F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","3370元/月","上班族、家庭","雲門大廈","3房2廳2衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"610","台北市北投區裕民六路","〈<U+30A2><U+30D1><U+30DE><U+30F3><U+30B7><U+30E7><U+30C3><U+30D7>〉溫馨第二個家","52200","16.843坪","整層住家","二個月","一年","5F/18F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","依現場社區","2房1廳1衛0陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"611","台北市北投區榮華一路","<U+30A2><U+30D1><U+30DE><U+30F3><U+30B7><U+30E7><U+30C3><U+30D7>黃溪旁四美房頂樓庭園","69000","45坪","整層住家","面議","一年","8F/8F","公寓","可以","不可以","隨時","無","--","家庭","天母磺溪庭園","4房2廳3衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"612","台北市北投區榮華一路","~~~~近天母士東國小~~~~","55000","38.86坪","整層住家","二個月","一年","8F/8F","電梯大樓","可以","不可以","隨時","無","3500元/月","學生、上班族、家庭",NA,"3房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"613","台北市北投區明德路267巷","〈<U+30A2><U+30D1><U+30DE><U+30F3><U+30B7><U+30E7><U+30C3><U+30D7>〉近石牌站時尚麗兩房","35000","15坪","整層住家","二個月","一年","11F/11F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","3951元/月","上班族、家庭","一整戶","2房1廳1衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"614","台北市中山區建國北路","<U+30A2><U+30D1><U+30DE><U+30F3><U+30B7><U+30E7><U+30C3><U+30D7>面公園近捷運新房","80000","52坪","整層住家","二個月","一年","10F/13F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","整層住家","3房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"615","台北市中山區松江路133巷","〈<U+30A2><U+30D1><U+30DE><U+30F3><U+30B7><U+30E7><U+30C3><U+30D7>〉近捷運大陽台美房","40000","15坪","整層住家","二個月","一年","8F/8F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","一戶","2房1廳1衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"616","台北市信義區吳興街524巷","吳興街公車總站/市立圖書館套房","9500","6坪","分租套房","二個月","一年","4F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","其他",NA,NA
"617","台北市大同區昌吉街110巷","民權大橋雙捷套房-生活機能高,附Wifi","9500","7.5坪","獨立套房","二個月","一年","1F/4F","透天厝","不可以","不可以","隨時","無","--","學生、上班族",NA,NA,NA,NA,NA,NA,"女生",NA,NA,NA
"618","台北市士林區福港街244巷","租學生劍潭8分鐘全新大套房便宜出租","10000","10坪","獨立套房","二個月","一年","3F/5F","公寓","不可以","不可以","隨時","無","100元/月","學生、上班族",NA,NA,NA,NA,NA,"坐北朝南","男女生皆可",NA,NA,NA
